Number of clusters: 
53

#### CLUSTER 1 ####
Items in cluster: 179
FR : 2 (2.7027027027027026 %)
AU : 1 (1.3513513513513513 %)
PL : 1 (1.3513513513513513 %)
CN : 2 (2.7027027027027026 %)
IT : 1 (1.3513513513513513 %)
DK : 1 (1.3513513513513513 %)
shows 

#### CLUSTER 40 ####
Items in cluster: 154
Items with predefined genre: 137
strategy : 99 (72.26277372262774 %)
action : 39 (28.467153284671532 %)
role-playing-games-rpg : 30 (21.897810218978105 %)
indie : 36 (26.277372262773724 %)
adventure : 22 (16.05839416058394 %)
shooter : 9 (6.569343065693431 %)
simulation : 39 (28.467153284671532 %)
massively-multiplayer : 4 (2.9197080291970803 %)
racing : 2 (1.4598540145985401 %)
casual : 6 (4.37956204379562 %)
arcade : 3 (2.18978102189781 %)
puzzle : 1 (0.7299270072992701 %)
educational : 1 (0.7299270072992701 %)
board-games : 1 (0.7299270072992701 %)
Items with country: 78
CA : 10 (12.82051282051282 %)
US : 37 (47.43589743589743 %)
AU : 1 (1.282051282051282 %)
JP : 4 (5.128205128205128 %)
DE : 5 (6.41025641025641 %)
SE : 4 (5.128205128205128 %)
AT : 1 (1.282051282051282 %)
DK : 1 (1.282051282051282 %)
BG : 1 (1.282051282051282 %)
GB : 7 (8.974358974358974 %)
HU : 3 (3.8461538461538463 %)
UA : 2 (2.564102564102564 %)
FR : 7 (8.974358974358974 %)
ES : 1 (1.282051282051282 %)
BY : 1 (1.282051282051282 %)
RU : 3 (3.8461538461538463 %)
LT : 1 (1.282051282051282 %)
LV : 1 (1.282051282051282 %)
CZ : 1 (1.282051282051282 %)
AR : 1 (1.282051282051282 %)
CN : 1 (1.282051282051282 %)
TW : 1 (1.282051282051282 %)
shows 

#### CLUSTER 41 ####
Items in cluster: 142
Items with predefined genre: 136
action : 112 (82.35294117647058 %)
shooter : 85 (62.5 %)
role-playing-games-rpg : 11 (8.088235294117647 %)
strategy : 20 (14.705882352941178 %)
simulation : 15 (11.029411764705882 %)
adventure : 24 (17.647058823529413 %)
racing : 3 (2.2058823529411766 %)
arcade : 8 (5.88235294117647 %)
casual : 1 (0.7352941176470588 %)
indie : 15 (11.029411764705882 %)
massively-multiplayer : 4 (2.941176470588235 %)
Items with country: 111
US : 60 (54.054054054054056 %)
GB : 28 (25.225225225225223 %)
PL : 10 (9.00900900900901 %)
JP : 19 (17.117117117117118 %)
DE : 17 (15.315315315315313 %)
CA : 14 (12.612612612612612 %)
RU : 7 (6.306306306306306 %)
BE : 1 (0.9009009009009009 %)
BY : 4 (3.6036036036036037 %)
SE : 14 (12.612612612612612 %)
ES : 4 (3.6036036036036037 %)
DK : 5 (4.504504504504505 %)
CN : 5 (4.504504504504505 %)
VN : 2 (1.8018018018018018 %)
CL : 2 (1.8018018018018018 %)
BR : 2 (1.8018018018018018 %)
BG : 2 (1.8018018018018018 %)
MX : 2 (1.8018018018018018 %)
UA : 2 (1.8018018018018018 %)
TH : 3 (2.7027027027027026 %)
RO : 6 (5.405405405405405 %)
IT : 5 (4.504504504504505 %)
HU : 2 (1.8018018018018018 %)
IN : 2 (1.8018018018018018 %)
AU : 2 (1.8018018018018018 %)
AR : 2 (1.8018018018018018 %)
ZA : 2 (1.8018018018018018 %)
MY : 2 (1.8018018018018018 %)
SG : 5 (4.504504504504505 %)
PH : 2 (1.8018018018018018 %)
TW : 2 (1.8018018018018018 %)
KR : 3 (2.7027027027027026 %)
FR : 6 (5.405405405405405 %)
CO : 2 (1.8018018018018018 %)
ID : 2 (1.8018018018018018 %)
AE : 2 (1.8018018018018018 %)
NL : 3 (2.7027027027027026 %)
CZ : 2 (1.8018018018018018 %)
SK : 1 (0.9009009009009009 %)
shows 

#### CLUSTER 42 ####
Items in cluster: 53
Items with predefined genre: 50
action : 48 (96.0 %)
shooter : 18 (36.0 %)
adventure : 20 (40.0 %)
simulation : 2 (4.0 %)
strategy : 1 (2.0 %)
casual : 1 (2.0 %)
indie : 1 (2.0 %)
role-playing-games-rpg : 4 (8.0 %)
sports : 1 (2.0 %)
arcade : 1 (2.0 %)
Items with country: 44
CN : 8 (18.181818181818183 %)
JP : 18 (40.909090909090914 %)
SG : 8 (18.181818181818183 %)
GB : 17 (38.63636363636363 %)
US : 21 (47.72727272727273 %)
CA : 11 (25.0 %)
FI : 2 (4.545454545454546 %)
SE : 4 (9.090909090909092 %)
DK : 4 (9.090909090909092 %)
DE : 4 (9.090909090909092 %)
RO : 2 (4.545454545454546 %)
FR : 3 (6.8181818181818175 %)
VN : 1 (2.272727272727273 %)
CL : 1 (2.272727272727273 %)
BR : 1 (2.272727272727273 %)
ES : 1 (2.272727272727273 %)
BY : 1 (2.272727272727273 %)
BG : 1 (2.272727272727273 %)
MX : 1 (2.272727272727273 %)
UA : 1 (2.272727272727273 %)
TH : 1 (2.272727272727273 %)
IT : 1 (2.272727272727273 %)
HU : 1 (2.272727272727273 %)
RU : 1 (2.272727272727273 %)
IN : 1 (2.272727272727273 %)
AU : 1 (2.272727272727273 %)
AR : 1 (2.272727272727273 %)
ZA : 1 (2.272727272727273 %)
MY : 1 (2.272727272727273 %)
PH : 1 (2.272727272727273 %)
TW : 1 (2.272727272727273 %)
KR : 1 (2.272727272727273 %)
CO : 1 (2.272727272727273 %)
ID : 1 (2.272727272727273 %)
AE : 1 (2.272727272727273 %)
shows 

#### CLUSTER 43 ####
Items in cluster: 76
Items with predefined genre: 63
action : 37 (58.730158730158735 %)
indie : 9 (14.285714285714285 %)
platformer : 19 (30.158730158730158 %)
role-playing-games-rpg : 21 (33.33333333333333 %)
adventure : 36 (57.14285714285714 %)
arcade : 8 (12.698412698412698 %)
shooter : 2 (3.1746031746031744 %)
puzzle : 3 (4.761904761904762 %)
family : 2 (3.1746031746031744 %)
sports : 1 (1.5873015873015872 %)
fighting : 1 (1.5873015873015872 %)
simulation : 1 (1.5873015873015872 %)
massively-multiplayer : 1 (1.5873015873015872 %)
Items with country: 60
AU : 3 (5.0 %)
JP : 37 (61.66666666666667 %)
GB : 6 (10.0 %)
US : 16 (26.666666666666668 %)
CA : 5 (8.333333333333332 %)
CN : 3 (5.0 %)
SE : 2 (3.3333333333333335 %)
AT : 3 (5.0 %)
KR : 1 (1.6666666666666667 %)
FR : 1 (1.6666666666666667 %)
SG : 1 (1.6666666666666667 %)
CH : 1 (1.6666666666666667 %)
shows 

#### CLUSTER 44 ####
Items in cluster: 58
Items with predefined genre: 51
action : 22 (43.13725490196079 %)
adventure : 39 (76.47058823529412 %)
puzzle : 4 (7.8431372549019605 %)
platformer : 3 (5.88235294117647 %)
indie : 22 (43.13725490196079 %)
strategy : 4 (7.8431372549019605 %)
role-playing-games-rpg : 9 (17.647058823529413 %)
simulation : 6 (11.76470588235294 %)
casual : 2 (3.9215686274509802 %)
family : 1 (1.9607843137254901 %)
Items with country: 33
FR : 2 (6.0606060606060606 %)
US : 16 (48.484848484848484 %)
CN : 1 (3.0303030303030303 %)
JP : 11 (33.33333333333333 %)
SG : 1 (3.0303030303030303 %)
GB : 5 (15.151515151515152 %)
SE : 3 (9.090909090909092 %)
PL : 2 (6.0606060606060606 %)
ES : 1 (3.0303030303030303 %)
LU : 1 (3.0303030303030303 %)
CA : 1 (3.0303030303030303 %)
DE : 1 (3.0303030303030303 %)
shows 

#### CLUSTER 45 ####
Items in cluster: 35
Items with predefined genre: 32
action : 14 (43.75 %)
shooter : 2 (6.25 %)
role-playing-games-rpg : 23 (71.875 %)
simulation : 3 (9.375 %)
adventure : 15 (46.875 %)
strategy : 3 (9.375 %)
indie : 5 (15.625 %)
casual : 1 (3.125 %)
family : 1 (3.125 %)
platformer : 2 (6.25 %)
arcade : 2 (6.25 %)
massively-multiplayer : 1 (3.125 %)
Items with country: 30
JP : 25 (83.33333333333334 %)
SE : 2 (6.666666666666667 %)
AT : 1 (3.3333333333333335 %)
US : 5 (16.666666666666664 %)
CH : 1 (3.3333333333333335 %)
GB : 1 (3.3333333333333335 %)
shows 

#### CLUSTER 46 ####
Items in cluster: 108
Items with predefined genre: 83
action : 60 (72.28915662650603 %)
adventure : 25 (30.120481927710845 %)
arcade : 8 (9.63855421686747 %)
fighting : 3 (3.614457831325301 %)
role-playing-games-rpg : 14 (16.867469879518072 %)
strategy : 5 (6.024096385542169 %)
shooter : 3 (3.614457831325301 %)
indie : 14 (16.867469879518072 %)
platformer : 29 (34.93975903614458 %)
family : 2 (2.4096385542168677 %)
puzzle : 1 (1.2048192771084338 %)
racing : 2 (2.4096385542168677 %)
casual : 1 (1.2048192771084338 %)
sports : 1 (1.2048192771084338 %)
Items with country: 81
JP : 64 (79.01234567901234 %)
AU : 2 (2.4691358024691357 %)
US : 41 (50.617283950617285 %)
CN : 9 (11.11111111111111 %)
SG : 7 (8.641975308641975 %)
GB : 9 (11.11111111111111 %)
ES : 2 (2.4691358024691357 %)
CA : 3 (3.7037037037037033 %)
IT : 1 (1.2345679012345678 %)
FR : 1 (1.2345679012345678 %)
CH : 1 (1.2345679012345678 %)
NL : 1 (1.2345679012345678 %)
DE : 2 (2.4691358024691357 %)
TR : 1 (1.2345679012345678 %)
BR : 1 (1.2345679012345678 %)
MX : 1 (1.2345679012345678 %)
RU : 1 (1.2345679012345678 %)
IN : 1 (1.2345679012345678 %)
TW : 1 (1.2345679012345678 %)
KR : 1 (1.2345679012345678 %)
IE : 1 (1.2345679012345678 %)
SE : 1 (1.2345679012345678 %)
DK : 1 (1.2345679012345678 %)
shows 

#### CLUSTER 47 ####
Items in cluster: 48
Items with predefined genre: 44
fighting : 14 (31.818181818181817 %)
action : 29 (65.9090909090909 %)
role-playing-games-rpg : 11 (25.0 %)
massively-multiplayer : 5 (11.363636363636363 %)
adventure : 8 (18.181818181818183 %)
arcade : 9 (20.454545454545457 %)
strategy : 5 (11.363636363636363 %)
indie : 2 (4.545454545454546 %)
platformer : 1 (2.272727272727273 %)
shooter : 1 (2.272727272727273 %)
card : 2 (4.545454545454546 %)
casual : 1 (2.272727272727273 %)
Items with country: 36
JP : 22 (61.111111111111114 %)
CN : 1 (2.7777777777777777 %)
KR : 2 (5.555555555555555 %)
US : 23 (63.888888888888886 %)
NL : 1 (2.7777777777777777 %)
GB : 1 (2.7777777777777777 %)
shows 

#### CLUSTER 48 ####
Items in cluster: 98
Items with predefined genre: 72
role-playing-games-rpg : 40 (55.55555555555556 %)
indie : 11 (15.277777777777779 %)
action : 35 (48.61111111111111 %)
shooter : 3 (4.166666666666666 %)
adventure : 24 (33.33333333333333 %)
platformer : 5 (6.944444444444445 %)
strategy : 12 (16.666666666666664 %)
casual : 4 (5.555555555555555 %)
family : 2 (2.7777777777777777 %)
arcade : 4 (5.555555555555555 %)
puzzle : 3 (4.166666666666666 %)
educational : 1 (1.3888888888888888 %)
card : 2 (2.7777777777777777 %)
simulation : 2 (2.7777777777777777 %)
sports : 1 (1.3888888888888888 %)
fighting : 1 (1.3888888888888888 %)
Items with country: 65
ID : 1 (1.5384615384615385 %)
CA : 3 (4.615384615384616 %)
US : 33 (50.76923076923077 %)
JP : 41 (63.07692307692307 %)
GB : 1 (1.5384615384615385 %)
SE : 1 (1.5384615384615385 %)
DE : 1 (1.5384615384615385 %)
shows 

#### CLUSTER 49 ####
Items in cluster: 59
Items with predefined genre: 51
action : 25 (49.01960784313725 %)
adventure : 9 (17.647058823529413 %)
role-playing-games-rpg : 36 (70.58823529411765 %)
platformer : 2 (3.9215686274509802 %)
strategy : 1 (1.9607843137254901 %)
arcade : 1 (1.9607843137254901 %)
fighting : 3 (5.88235294117647 %)
shooter : 1 (1.9607843137254901 %)
Items with country: 50
JP : 41 (82.0 %)
DE : 2 (4.0 %)
CA : 4 (8.0 %)
US : 12 (24.0 %)
GB : 1 (2.0 %)
FI : 1 (2.0 %)
shows 

#### CLUSTER 50 ####
Items in cluster: 66
Items with predefined genre: 61
action : 39 (63.934426229508205 %)
shooter : 21 (34.42622950819672 %)
simulation : 10 (16.39344262295082 %)
family : 1 (1.639344262295082 %)
adventure : 16 (26.229508196721312 %)
role-playing-games-rpg : 14 (22.950819672131146 %)
indie : 11 (18.0327868852459 %)
massively-multiplayer : 4 (6.557377049180328 %)
strategy : 11 (18.0327868852459 %)
arcade : 5 (8.19672131147541 %)
puzzle : 1 (1.639344262295082 %)
platformer : 4 (6.557377049180328 %)
casual : 1 (1.639344262295082 %)
sports : 1 (1.639344262295082 %)
Items with country: 54
US : 41 (75.92592592592592 %)
SG : 2 (3.7037037037037033 %)
JP : 3 (5.555555555555555 %)
SE : 5 (9.25925925925926 %)
CA : 11 (20.37037037037037 %)
CN : 2 (3.7037037037037033 %)
GB : 7 (12.962962962962962 %)
AT : 3 (5.555555555555555 %)
DE : 1 (1.8518518518518516 %)
UA : 1 (1.8518518518518516 %)
SK : 1 (1.8518518518518516 %)
MT : 1 (1.8518518518518516 %)
KR : 1 (1.8518518518518516 %)
MX : 1 (1.8518518518518516 %)
ES : 1 (1.8518518518518516 %)
AU : 1 (1.8518518518518516 %)
NL : 1 (1.8518518518518516 %)
PL : 1 (1.8518518518518516 %)
FR : 1 (1.8518518518518516 %)
shows 

#### CLUSTER 51 ####
Items in cluster: 21
Items with predefined genre: 20
action : 15 (75.0 %)
role-playing-games-rpg : 11 (55.00000000000001 %)
shooter : 8 (40.0 %)
puzzle : 2 (10.0 %)
adventure : 6 (30.0 %)
casual : 1 (5.0 %)
massively-multiplayer : 1 (5.0 %)
Items with country: 16
CA : 6 (37.5 %)
US : 12 (75.0 %)
PL : 1 (6.25 %)
CN : 1 (6.25 %)
JP : 1 (6.25 %)
SG : 1 (6.25 %)
GB : 1 (6.25 %)
shows 

#### CLUSTER 52 ####
Items in cluster: 29
Items with predefined genre: 26
role-playing-games-rpg : 23 (88.46153846153845 %)
strategy : 13 (50.0 %)
adventure : 8 (30.76923076923077 %)
action : 5 (19.230769230769234 %)
simulation : 2 (7.6923076923076925 %)
indie : 1 (3.8461538461538463 %)
puzzle : 1 (3.8461538461538463 %)
Items with country: 24
JP : 17 (70.83333333333334 %)
US : 8 (33.33333333333333 %)
CA : 3 (12.5 %)
FR : 1 (4.166666666666666 %)
shows 

#### CLUSTER 53 ####
Items in cluster: 22
Items with predefined genre: 22
action : 8 (36.36363636363637 %)
adventure : 5 (22.727272727272727 %)
role-playing-games-rpg : 21 (95.45454545454545 %)
massively-multiplayer : 3 (13.636363636363635 %)
fighting : 1 (4.545454545454546 %)
strategy : 1 (4.545454545454546 %)
Items with country: 21
JP : 15 (71.42857142857143 %)
FR : 1 (4.761904761904762 %)
US : 10 (47.61904761904761 %)
TR : 1 (4.761904761904762 %)
BR : 1 (4.761904761904762 %)
MX : 1 (4.761904761904762 %)
DE : 1 (4.761904761904762 %)
RU : 1 (4.761904761904762 %)
IN : 1 (4.761904761904762 %)
AU : 1 (4.761904761904762 %)
CN : 2 (9.523809523809524 %)
TW : 1 (4.761904761904762 %)
KR : 1 (4.761904761904762 %)
GB : 1 (4.761904761904762 %)
IE : 1 (4.761904761904762 %)
shows 


0 clusters have characterstic genre (0.0%)


2095 titles being analysed wrt series
377 series included
2 games in series out of 8653 titles in topSBM clusters: ( 0.023113371085172772%)
2 clusters represented out of 53: (3.7735849056603774%)
!! Herfindahl-Hirschman Index: 0.5
2 games in series out of 8653 titles in topSBM clusters: ( 0.023113371085172772%)
2 clusters represented out of 53: (3.7735849056603774%)
!! Herfindahl-Hirschman Index: 0.5
14 games in series out of 8653 titles in topSBM clusters: ( 0.16179359759620943%)
2 clusters represented out of 53: (3.7735849056603774%)
!! Herfindahl-Hirschman Index: 0.5408163265306123
2 games in series out of 8653 titles in topSBM clusters: ( 0.023113371085172772%)
1 clusters represented out of 53: (1.8867924528301887%)
!! Herfindahl-Hirschman Index: 1.0
2 games in series out of 8653 titles in topSBM clusters: ( 0.023113371085172772%)
2 clusters represented out of 53: (3.7735849056603774%)
!! Herfindahl-Hirschman Index: 0.5
2 games in series out of 8653 titles in topSBM clusters: ( 0.023113371085172772%)
1 clusters represented out of 53: (1.8867924528301887%)
!! Herfindahl-Hirschman Index: 1.0
9 games in series out of 8653 titles in topSBM clusters: ( 0.10401016988327748%)
6 clusters represented out of 53: (11.320754716981133%)
!! Herfindahl-Hirschman Index: 0.18518518518518517
4 games in series out of 8653 titles in topSBM clusters: ( 0.046226742170345544%)
2 clusters represented out of 53: (3.7735849056603774%)
!! Herfindahl-Hirschman Index: 0.5
2 games in series out of 8653 titles in topSBM clusters: ( 0.023113371085172772%)
2 clusters represented out of 53: (3.7735849056603774%)
!! Herfindahl-Hirschman Index: 0.5
5 games in series out of 8653 titles in topSBM clusters: ( 0.057783427712931934%)
3 clusters represented out of 53: (5.660377358490567%)
!! Herfindahl-Hirschman Index: 0.44000000000000006
8 games in series out of 8653 titles in topSBM clusters: ( 0.09245348434069109%)
4 clusters represented out of 53: (7.547169811320755%)
!! Herfindahl-Hirschman Index: 0.34375
2 games in series out of 8653 titles in topSBM clusters: ( 0.023113371085172772%)
2 clusters represented out of 53: (3.7735849056603774%)
!! Herfindahl-Hirschman Index: 0.5
6 games in series out of 8653 titles in topSBM clusters: ( 0.06934011325551831%)
4 clusters represented out of 53: (7.547169811320755%)
!! Herfindahl-Hirschman Index: 0.33333333333333337
15 games in series out of 8653 titles in topSBM clusters: ( 0.17335028313879577%)
6 clusters represented out of 53: (11.320754716981133%)
!! Herfindahl-Hirschman Index: 0.26222222222222225
3 games in series out of 8653 titles in topSBM clusters: ( 0.034670056627759155%)
3 clusters represented out of 53: (5.660377358490567%)
!! Herfindahl-Hirschman Index: 0.3333333333333333
17 games in series out of 8653 titles in topSBM clusters: ( 0.19646365422396855%)
5 clusters represented out of 53: (9.433962264150944%)
!! Herfindahl-Hirschman Index: 0.3079584775086505
3 games in series out of 8653 titles in topSBM clusters: ( 0.034670056627759155%)
2 clusters represented out of 53: (3.7735849056603774%)
!! Herfindahl-Hirschman Index: 0.5555555555555556
2 games in series out of 8653 titles in topSBM clusters: ( 0.023113371085172772%)
2 clusters represented out of 53: (3.7735849056603774%)
!! Herfindahl-Hirschman Index: 0.5
4 games in series out of 8653 titles in topSBM clusters: ( 0.046226742170345544%)
3 clusters represented out of 53: (5.660377358490567%)
!! Herfindahl-Hirschman Index: 0.375
3 games in series out of 8653 titles in topSBM clusters: ( 0.034670056627759155%)
2 clusters represented out of 53: (3.7735849056603774%)
!! Herfindahl-Hirschman Index: 0.5555555555555556
2 games in series out of 8653 titles in topSBM clusters: ( 0.023113371085172772%)
2 clusters represented out of 53: (3.7735849056603774%)
!! Herfindahl-Hirschman Index: 0.5
7 games in series out of 8653 titles in topSBM clusters: ( 0.08089679879810471%)
3 clusters represented out of 53: (5.660377358490567%)
!! Herfindahl-Hirschman Index: 0.5510204081632654
2 games in series out of 8653 titles in topSBM clusters: ( 0.023113371085172772%)
1 clusters represented out of 53: (1.8867924528301887%)
!! Herfindahl-Hirschman Index: 1.0
10 games in series out of 8653 titles in topSBM clusters: ( 0.11556685542586387%)
3 clusters represented out of 53: (5.660377358490567%)
!! Herfindahl-Hirschman Index: 0.38
3 games in series out of 8653 titles in topSBM clusters: ( 0.034670056627759155%)
2 clusters represented out of 53: (3.7735849056603774%)
!! Herfindahl-Hirschman Index: 0.5555555555555556
2 games in series out of 8653 titles in topSBM clusters: ( 0.023113371085172772%)
2 clusters represented out of 53: (3.7735849056603774%)
!! Herfindahl-Hirschman Index: 0.5
3 games in series out of 8653 titles in topSBM clusters: ( 0.034670056627759155%)
3 clusters represented out of 53: (5.660377358490567%)
!! Herfindahl-Hirschman Index: 0.3333333333333333
4 games in series out of 8653 titles in topSBM clusters: ( 0.046226742170345544%)
2 clusters represented out of 53: (3.7735849056603774%)
!! Herfindahl-Hirschman Index: 0.5
6 games in series out of 8653 titles in topSBM clusters: ( 0.06934011325551831%)
5 clusters represented out of 53: (9.433962264150944%)
!! Herfindahl-Hirschman Index: 0.2222222222222222
2 games in series out of 8653 titles in topSBM clusters: ( 0.023113371085172772%)
2 clusters represented out of 53: (3.7735849056603774%)
!! Herfindahl-Hirschman Index: 0.5
2 games in series out of 8653 titles in topSBM clusters: ( 0.023113371085172772%)
1 clusters represented out of 53: (1.8867924528301887%)
!! Herfindahl-Hirschman Index: 1.0
2 games in series out of 8653 titles in topSBM clusters: ( 0.023113371085172772%)
2 clusters represented out of 53: (3.7735849056603774%)
!! Herfindahl-Hirschman Index: 0.5
15 games in series out of 8653 titles in topSBM clusters: ( 0.17335028313879577%)
7 clusters represented out of 53: (13.20754716981132%)
!! Herfindahl-Hirschman Index: 0.2799999999999999
2 games in series out of 8653 titles in topSBM clusters: ( 0.023113371085172772%)
1 clusters represented out of 53: (1.8867924528301887%)
!! Herfindahl-Hirschman Index: 1.0
5 games in series out of 8653 titles in topSBM clusters: ( 0.057783427712931934%)
4 clusters represented out of 53: (7.547169811320755%)
!! Herfindahl-Hirschman Index: 0.28
2 games in series out of 8653 titles in topSBM clusters: ( 0.023113371085172772%)
2 clusters represented out of 53: (3.7735849056603774%)
!! Herfindahl-Hirschman Index: 0.5
3 games in series out of 8653 titles in topSBM clusters: ( 0.034670056627759155%)
3 clusters represented out of 53: (5.660377358490567%)
!! Herfindahl-Hirschman Index: 0.3333333333333333
5 games in series out of 8653 titles in topSBM clusters: ( 0.057783427712931934%)
2 clusters represented out of 53: (3.7735849056603774%)
!! Herfindahl-Hirschman Index: 0.52
2 games in series out of 8653 titles in topSBM clusters: ( 0.023113371085172772%)
2 clusters represented out of 53: (3.7735849056603774%)
!! Herfindahl-Hirschman Index: 0.5
2 games in series out of 8653 titles in topSBM clusters: ( 0.023113371085172772%)
1 clusters represented out of 53: (1.8867924528301887%)
!! Herfindahl-Hirschman Index: 1.0
17 games in series out of 8653 titles in topSBM clusters: ( 0.19646365422396855%)
4 clusters represented out of 53: (7.547169811320755%)
!! Herfindahl-Hirschman Index: 0.39792387543252594
4 games in series out of 8653 titles in topSBM clusters: ( 0.046226742170345544%)
2 clusters represented out of 53: (3.7735849056603774%)
!! Herfindahl-Hirschman Index: 0.625
2 games in series out of 8653 titles in topSBM clusters: ( 0.023113371085172772%)
1 clusters represented out of 53: (1.8867924528301887%)
!! Herfindahl-Hirschman Index: 1.0
5 games in series out of 8653 titles in topSBM clusters: ( 0.057783427712931934%)
2 clusters represented out of 53: (3.7735849056603774%)
!! Herfindahl-Hirschman Index: 0.6800000000000002
28 games in series out of 8653 titles in topSBM clusters: ( 0.32358719519241885%)
14 clusters represented out of 53: (26.41509433962264%)
!! Herfindahl-Hirschman Index: 0.11224489795918367
2 games in series out of 8653 titles in topSBM clusters: ( 0.023113371085172772%)
2 clusters represented out of 53: (3.7735849056603774%)
!! Herfindahl-Hirschman Index: 0.5
4 games in series out of 8653 titles in topSBM clusters: ( 0.046226742170345544%)
2 clusters represented out of 53: (3.7735849056603774%)
!! Herfindahl-Hirschman Index: 0.625
2 games in series out of 8653 titles in topSBM clusters: ( 0.023113371085172772%)
2 clusters represented out of 53: (3.7735849056603774%)
!! Herfindahl-Hirschman Index: 0.5
5 games in series out of 8653 titles in topSBM clusters: ( 0.057783427712931934%)
3 clusters represented out of 53: (5.660377358490567%)
!! Herfindahl-Hirschman Index: 0.44000000000000006
7 games in series out of 8653 titles in topSBM clusters: ( 0.08089679879810471%)
5 clusters represented out of 53: (9.433962264150944%)
!! Herfindahl-Hirschman Index: 0.26530612244897955
2 games in series out of 8653 titles in topSBM clusters: ( 0.023113371085172772%)
1 clusters represented out of 53: (1.8867924528301887%)
!! Herfindahl-Hirschman Index: 1.0
3 games in series out of 8653 titles in topSBM clusters: ( 0.034670056627759155%)
2 clusters represented out of 53: (3.7735849056603774%)
!! Herfindahl-Hirschman Index: 0.5555555555555556
2 games in series out of 8653 titles in topSBM clusters: ( 0.023113371085172772%)
2 clusters represented out of 53: (3.7735849056603774%)
!! Herfindahl-Hirschman Index: 0.5
5 games in series out of 8653 titles in topSBM clusters: ( 0.057783427712931934%)
4 clusters represented out of 53: (7.547169811320755%)
!! Herfindahl-Hirschman Index: 0.28
2 games in series out of 8653 titles in topSBM clusters: ( 0.023113371085172772%)
2 clusters represented out of 53: (3.7735849056603774%)
!! Herfindahl-Hirschman Index: 0.5
2 games in series out of 8653 titles in topSBM clusters: ( 0.023113371085172772%)
2 clusters represented out of 53: (3.7735849056603774%)
!! Herfindahl-Hirschman Index: 0.5
2 games in series out of 8653 titles in topSBM clusters: ( 0.023113371085172772%)
2 clusters represented out of 53: (3.7735849056603774%)
!! Herfindahl-Hirschman Index: 0.5
2 games in series out of 8653 titles in topSBM clusters: ( 0.023113371085172772%)
2 clusters represented out of 53: (3.7735849056603774%)
!! Herfindahl-Hirschman Index: 0.5
4 games in series out of 8653 titles in topSBM clusters: ( 0.046226742170345544%)
2 clusters represented out of 53: (3.7735849056603774%)
!! Herfindahl-Hirschman Index: 0.625
2 games in series out of 8653 titles in topSBM clusters: ( 0.023113371085172772%)
2 clusters represented out of 53: (3.7735849056603774%)
!! Herfindahl-Hirschman Index: 0.5
4 games in series out of 8653 titles in topSBM clusters: ( 0.046226742170345544%)
3 clusters represented out of 53: (5.660377358490567%)
!! Herfindahl-Hirschman Index: 0.375
3 games in series out of 8653 titles in topSBM clusters: ( 0.034670056627759155%)
1 clusters represented out of 53: (1.8867924528301887%)
!! Herfindahl-Hirschman Index: 1.0
5 games in series out of 8653 titles in topSBM clusters: ( 0.057783427712931934%)
3 clusters represented out of 53: (5.660377358490567%)
!! Herfindahl-Hirschman Index: 0.44000000000000006
4 games in series out of 8653 titles in topSBM clusters: ( 0.046226742170345544%)
3 clusters represented out of 53: (5.660377358490567%)
!! Herfindahl-Hirschman Index: 0.375
2 games in series out of 8653 titles in topSBM clusters: ( 0.023113371085172772%)
2 clusters represented out of 53: (3.7735849056603774%)
!! Herfindahl-Hirschman Index: 0.5
2 games in series out of 8653 titles in topSBM clusters: ( 0.023113371085172772%)
2 clusters represented out of 53: (3.7735849056603774%)
!! Herfindahl-Hirschman Index: 0.5
2 games in series out of 8653 titles in topSBM clusters: ( 0.023113371085172772%)
2 clusters represented out of 53: (3.7735849056603774%)
!! Herfindahl-Hirschman Index: 0.5
5 games in series out of 8653 titles in topSBM clusters: ( 0.057783427712931934%)
2 clusters represented out of 53: (3.7735849056603774%)
!! Herfindahl-Hirschman Index: 0.52
6 games in series out of 8653 titles in topSBM clusters: ( 0.06934011325551831%)
5 clusters represented out of 53: (9.433962264150944%)
!! Herfindahl-Hirschman Index: 0.22222222222222227
7 games in series out of 8653 titles in topSBM clusters: ( 0.08089679879810471%)
3 clusters represented out of 53: (5.660377358490567%)
!! Herfindahl-Hirschman Index: 0.5510204081632654
2 games in series out of 8653 titles in topSBM clusters: ( 0.023113371085172772%)
2 clusters represented out of 53: (3.7735849056603774%)
!! Herfindahl-Hirschman Index: 0.5
3 games in series out of 8653 titles in topSBM clusters: ( 0.034670056627759155%)
1 clusters represented out of 53: (1.8867924528301887%)
!! Herfindahl-Hirschman Index: 1.0
20 games in series out of 8653 titles in topSBM clusters: ( 0.23113371085172774%)
12 clusters represented out of 53: (22.641509433962266%)
!! Herfindahl-Hirschman Index: 0.11000000000000001
3 games in series out of 8653 titles in topSBM clusters: ( 0.034670056627759155%)
1 clusters represented out of 53: (1.8867924528301887%)
!! Herfindahl-Hirschman Index: 1.0
8 games in series out of 8653 titles in topSBM clusters: ( 0.09245348434069109%)
5 clusters represented out of 53: (9.433962264150944%)
!! Herfindahl-Hirschman Index: 0.25
3 games in series out of 8653 titles in topSBM clusters: ( 0.034670056627759155%)
2 clusters represented out of 53: (3.7735849056603774%)
!! Herfindahl-Hirschman Index: 0.5555555555555556
2 games in series out of 8653 titles in topSBM clusters: ( 0.023113371085172772%)
